ortholog group	Spesies#sequence_id
FG6669	Botrytis_cinerea#BC1G_08548.1, Chaetomium_globosum#CHG07068.1, Fusarium_graminearum#FG09928.1, Magnaporthe_grisea#MGG_00978.5, Sclerotinia_sclerotiorum#SS1G_00975.1, Stagonospora_nodorum#SNU10590.1, Trichoderma_reesei#45127
FG6671	Botrytis_cinerea#BC1G_09216.1, Chaetomium_globosum#CHG05697.1, Fusarium_graminearum#FG05452.1, Magnaporthe_grisea#MGG_00467.5, Neurospora_crassa#NCU06445.2, Sclerotinia_sclerotiorum#SS1G_08833.1, Trichoderma_reesei#45234
FG6673	Botrytis_cinerea#BC1G_09405.1, Chaetomium_globosum#CHG10211.1, Fusarium_graminearum#FG00827.1, Magnaporthe_grisea#MGG_12758.5, Neurospora_crassa#NCU01599.2, Sclerotinia_sclerotiorum#SS1G_05997.1, Trichoderma_reesei#28704
FG6674	Botrytis_cinerea#BC1G_09667.1, Chaetomium_globosum#CHG00736.1, Fusarium_graminearum#FG01326.1, Magnaporthe_grisea#MGG_06351.5, Neurospora_crassa#NCU09899.2, Sclerotinia_sclerotiorum#SS1G_14401.1, Trichoderma_reesei#46526
FG6675	Botrytis_cinerea#BC1G_09841.1, Chaetomium_globosum#CHG06492.1, Fusarium_graminearum#FG08600.1, Magnaporthe_grisea#MGG_02759.5, Neurospora_crassa#NCU09097.2, Sclerotinia_sclerotiorum#SS1G_05031.1, Trichoderma_reesei#42302
FG6677	Botrytis_cinerea#BC1G_09903.1, Fusarium_graminearum#FG08552.1, Magnaporthe_grisea#MGG_03071.5, Neurospora_crassa#NCU00569.2, Sclerotinia_sclerotiorum#SS1G_05398.1, Stagonospora_nodorum#SNU11707.1, Trichoderma_reesei#30497
FG6679	Botrytis_cinerea#BC1G_10318.1, Chaetomium_globosum#CHG09936.1, Fusarium_graminearum#FG10788.1, Magnaporthe_grisea#MGG_04324.5, Neurospora_crassa#NCU09056.2, Sclerotinia_sclerotiorum#SS1G_11920.1, Trichoderma_reesei#42533
FG668	Ashbya_gossypii#lcl, AER446W, Aspergillus_fumigatus#gi, 70995848, ref, XP_752679.1, , Aspergillus_nidulans#AN0648, Aspergillus_oryzae#AO090012000581, Botrytis_cinerea#BC1G_01686.1, Candida_glabrata#gi, 50287111, ref, XP_445985.1, , Candida_lusitaniae#CLUG_00556.1, Chaetomium_globosum#CHG05603.1, Coccidioides_immitis#CIMG_06824.2, Cryptococcus_neoformans#gi, 58271278, ref, XP_572795.1, , Debaryomyces_hansenii#gi, 50415562, ref, XP_457477.1, , Fusarium_graminearum#FG05541.1, Kluyveromyces_lactis#gi, 50304441, ref, XP_452170.1, , Magnaporthe_grisea#MGG_06425.5, Neurospora_crassa#NCU00200.2, Phanerochaete_chrysosporium#jgi, Phchr1, 10235, fgenesh1_pm.C, Rhizopus_oryzae#RO3G_08776.1, Saccharomyces_bayanus#ORFP:13916, Saccharomyces_castelli#ORFP:Scas_Contig695.19, Saccharomyces_cerevisiae#gi, 6322638, ref, NP_012711.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2318.3, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1202.2, Saccharomyces_mikatae#ORFP:12934, Saccharomyces_paradoxus#ORFP:12972, Schizosaccharomyces_pombe#gi, 19113615, ref, NP_596823.1, , Sclerotinia_sclerotiorum#SS1G_12347.1, Stagonospora_nodorum#SNU10564.1, Trichoderma_reesei#38158, Ustilago_maydis#UM02376.1, Yarrowia_lipolytica#gi, 50550425, ref, XP_502685.1, 
FG6680	Botrytis_cinerea#BC1G_10428.1, Chaetomium_globosum#CHG02883.1, Fusarium_graminearum#FG07260.1, Magnaporthe_grisea#MGG_13161.5, Neurospora_crassa#NCU00398.2, Sclerotinia_sclerotiorum#SS1G_13561.1, Trichoderma_reesei#29629
FG6683	Botrytis_cinerea#BC1G_10738.1, Chaetomium_globosum#CHG10429.1, Fusarium_graminearum#FG06043.1, Magnaporthe_grisea#MGG_06714.5, Neurospora_crassa#NCU06790.2, Sclerotinia_sclerotiorum#SS1G_14343.1, Trichoderma_reesei#44828
FG6685	Botrytis_cinerea#BC1G_10876.1, Chaetomium_globosum#CHG07712.1, Fusarium_graminearum#FG07010.1, Magnaporthe_grisea#MGG_12275.5, Neurospora_crassa#NCU01196.2, Sclerotinia_sclerotiorum#SS1G_09130.1, Trichoderma_reesei#29149
FG6686	Botrytis_cinerea#BC1G_10937.1, Chaetomium_globosum#CHG02600.1, Fusarium_graminearum#FG01903.1, Magnaporthe_grisea#MGG_06909.5, Neurospora_crassa#NCU01322.2, Sclerotinia_sclerotiorum#SS1G_08915.1, Trichoderma_reesei#37543
FG6687	Botrytis_cinerea#BC1G_10949.1, Chaetomium_globosum#CHG03649.1, Fusarium_graminearum#FG06567.1, Magnaporthe_grisea#MGG_07617.5, Sclerotinia_sclerotiorum#SS1G_08796.1, Stagonospora_nodorum#SNU13834.1, Trichoderma_reesei#35860
FG6690	Botrytis_cinerea#BC1G_11166.1, Chaetomium_globosum#CHG00645.1, Fusarium_graminearum#FG10168.1, Neurospora_crassa#NCU01044.2, Sclerotinia_sclerotiorum#SS1G_10148.1, Stagonospora_nodorum#SNU08167.1, Trichoderma_reesei#36951
FG6693	Botrytis_cinerea#BC1G_11447.1, Chaetomium_globosum#CHG09156.1, Fusarium_graminearum#FG08619.1, Magnaporthe_grisea#MGG_06509.5, Neurospora_crassa#NCU03909.2, Sclerotinia_sclerotiorum#SS1G_11654.1, Trichoderma_reesei#36804
FG6695	Botrytis_cinerea#BC1G_11584.1, Chaetomium_globosum#CHG03839.1, Fusarium_graminearum#FG05231.1, Magnaporthe_grisea#MGG_06156.5, Neurospora_crassa#NCU08821.2, Sclerotinia_sclerotiorum#SS1G_14009.1, Trichoderma_reesei#43773
FG6696	Botrytis_cinerea#BC1G_12008.1, Chaetomium_globosum#CHG07023.1, Fusarium_graminearum#FG10148.1, Magnaporthe_grisea#MGG_01817.5, Neurospora_crassa#NCU04325.2, Sclerotinia_sclerotiorum#SS1G_10429.1, Trichoderma_reesei#36972
FG6697	Botrytis_cinerea#BC1G_12184.1, Fusarium_graminearum#FG08549.1, Magnaporthe_grisea#MGG_03044.5, Neurospora_crassa#NCU00572.2, Sclerotinia_sclerotiorum#SS1G_05403.1, Stagonospora_nodorum#SNU02391.1, Trichoderma_reesei#37154
FG6698	Botrytis_cinerea#BC1G_12285.1, Chaetomium_globosum#CHG08044.1, Fusarium_graminearum#FG01618.1, Magnaporthe_grisea#MGG_03905.5, Sclerotinia_sclerotiorum#SS1G_10930.1, Stagonospora_nodorum#SNU05157.1, Trichoderma_reesei#40280
FG6700	Botrytis_cinerea#BC1G_12550.1, Chaetomium_globosum#CHG03673.1, Fusarium_graminearum#FG06568.1, Magnaporthe_grisea#MGG_13324.5, Neurospora_crassa#NCU07513.2, Sclerotinia_sclerotiorum#SS1G_06408.1, Trichoderma_reesei#45745
FG6702	Botrytis_cinerea#BC1G_12979.1, Chaetomium_globosum#CHG06947.1, Fusarium_graminearum#FG10253.1, Magnaporthe_grisea#MGG_01151.5, Sclerotinia_sclerotiorum#SS1G_05226.1, Stagonospora_nodorum#SNU14632.1, Trichoderma_reesei#19655
FG6704	Botrytis_cinerea#BC1G_13243.1, Chaetomium_globosum#CHG01946.1, Coccidioides_immitis#CIMG_07720.2, Fusarium_graminearum#FG00698.1, Sclerotinia_sclerotiorum#SS1G_12317.1, Stagonospora_nodorum#SNU11381.1, Trichoderma_reesei#44318
FG6706	Botrytis_cinerea#BC1G_13442.1, Chaetomium_globosum#CHG03161.1, Fusarium_graminearum#FG06901.1, Magnaporthe_grisea#MGG_08900.5, Neurospora_crassa#NCU00497.2, Sclerotinia_sclerotiorum#SS1G_06944.1, Trichoderma_reesei#16234
FG6708	Botrytis_cinerea#BC1G_13730.1, Chaetomium_globosum#CHG05974.1, Fusarium_graminearum#FG00352.1, Magnaporthe_grisea#MGG_00354.5, Neurospora_crassa#NCU03033.2, Sclerotinia_sclerotiorum#SS1G_01725.1, Trichoderma_reesei#41218
FG6716	Botrytis_cinerea#BC1G_14170.1, Chaetomium_globosum#CHG10381.1, Fusarium_graminearum#FG01431.1, Magnaporthe_grisea#MGG_12369.5, Neurospora_crassa#NCU08517.2, Stagonospora_nodorum#SNU01283.1, Trichoderma_reesei#45552
FG6718	Botrytis_cinerea#BC1G_14768.1, Chaetomium_globosum#CHG07837.1, Coccidioides_immitis#CIMG_08549.2, Fusarium_graminearum#FG10868.1, Magnaporthe_grisea#MGG_06971.5, Sclerotinia_sclerotiorum#SS1G_01646.1, Trichoderma_reesei#45652
FG6719	Botrytis_cinerea#BC1G_14935.1, Fusarium_graminearum#FG07948.1, Magnaporthe_grisea#MGG_00867.5, Neurospora_crassa#NCU06875.2, Sclerotinia_sclerotiorum#SS1G_11041.1, Stagonospora_nodorum#SNU12232.1, Trichoderma_reesei#42486
FG6720	Aspergillus_oryzae#AO090020000693, Botrytis_cinerea#BC1G_14995.1, Chaetomium_globosum#CHG01430.1, Magnaporthe_grisea#MGG_01575.5, Neurospora_crassa#NCU08621.2, Sclerotinia_sclerotiorum#SS1G_13369.1, Stagonospora_nodorum#SNU03086.1
FG6721	Botrytis_cinerea#BC1G_15050.1, Chaetomium_globosum#CHG02628.1, Fusarium_graminearum#FG07202.1, Magnaporthe_grisea#MGG_12174.5, Sclerotinia_sclerotiorum#SS1G_13214.1, Stagonospora_nodorum#SNU09050.1, Trichoderma_reesei#42891
FG6723	Botrytis_cinerea#BC1G_15135.1, Chaetomium_globosum#CHG06341.1, Magnaporthe_grisea#MGG_02847.5, Neurospora_crassa#NCU03193.2, Sclerotinia_sclerotiorum#SS1G_03993.1, Stagonospora_nodorum#SNU00386.1, Trichoderma_reesei#29317
FG6725	Botrytis_cinerea#BC1G_15227.1, Chaetomium_globosum#CHG00558.1, Fusarium_graminearum#FG10229.1, Neurospora_crassa#NCU04641.2, Sclerotinia_sclerotiorum#SS1G_05479.1, Stagonospora_nodorum#SNU09543.1, Trichoderma_reesei#39114
FG6727	Botrytis_cinerea#BC1G_15290.1, Chaetomium_globosum#CHG08646.1, Fusarium_graminearum#FG09965.1, Magnaporthe_grisea#MGG_08092.5, Neurospora_crassa#NCU04007.2, Sclerotinia_sclerotiorum#SS1G_03817.1, Trichoderma_reesei#37372
FG6729	Botrytis_cinerea#BC1G_15358.1, Chaetomium_globosum#CHG10212.1, Fusarium_graminearum#FG10875.1, Magnaporthe_grisea#MGG_03195.5, Neurospora_crassa#NCU01601.2, Sclerotinia_sclerotiorum#SS1G_10500.1, Trichoderma_reesei#22117
FG673	Ashbya_gossypii#lcl, ABL186W, Aspergillus_fumigatus#gi, 70996316, ref, XP_752913.1, , Aspergillus_nidulans#AN0893, Aspergillus_oryzae#AO090005001150, Botrytis_cinerea#BC1G_07167.1, Candida_glabrata#gi, 50292025, ref, XP_448445.1, , Candida_lusitaniae#CLUG_05432.1, Chaetomium_globosum#CHG03156.1, Coccidioides_immitis#CIMG_03337.2, Cryptococcus_neoformans#gi, 58265156, ref, XP_569734.1, , Debaryomyces_hansenii#gi, 50419261, ref, XP_458154.1, , Fusarium_graminearum#FG05187.1, Kluyveromyces_lactis#gi, 50307861, ref, XP_453924.1, , Magnaporthe_grisea#MGG_10691.5, Neurospora_crassa#NCU09789.2, Phanerochaete_chrysosporium#jgi, Phchr1, 4077, fgenesh1_pg.C_, Rhizopus_oryzae#RO3G_08252.1, Saccharomyces_bayanus#ORFP:20478, Saccharomyces_castelli#ORFP:Scas_Contig606.5, Saccharomyces_cerevisiae#gi, 6324109, ref, NP_014179.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1894.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1747.2, Saccharomyces_mikatae#ORFP:18099, Saccharomyces_paradoxus#ORFP:18532, Schizosaccharomyces_pombe#gi, 19115576, ref, NP_594664.1, , Sclerotinia_sclerotiorum#SS1G_05097.1, Stagonospora_nodorum#SNU15719.1, Trichoderma_reesei#16481, Ustilago_maydis#UM03851.1, Yarrowia_lipolytica#gi, 50554243, ref, XP_504530.1, 
FG6730	Botrytis_cinerea#BC1G_15424.1, Chaetomium_globosum#CHG02787.1, Fusarium_graminearum#FG00445.1, Magnaporthe_grisea#MGG_04821.5, Sclerotinia_sclerotiorum#SS1G_12866.1, Stagonospora_nodorum#SNU12227.1, Trichoderma_reesei#42428
FG6735	Botrytis_cinerea#BC1G_15945.1, Chaetomium_globosum#CHG02115.1, Fusarium_graminearum#FG04888.1, Magnaporthe_grisea#MGG_12182.5, Neurospora_crassa#NCU02934.2, Sclerotinia_sclerotiorum#SS1G_12091.1, Stagonospora_nodorum#SNU09792.1
FG6736	Botrytis_cinerea#BC1G_16067.1, Chaetomium_globosum#CHG03351.1, Fusarium_graminearum#FG05494.1, Magnaporthe_grisea#MGG_06291.5, Neurospora_crassa#NCU00214.2, Sclerotinia_sclerotiorum#SS1G_09696.1, Trichoderma_reesei#37215
FG6746	Aspergillus_oryzae#AO090701000821, Chaetomium_globosum#CHG05857.1, Fusarium_graminearum#FG01171.1, Magnaporthe_grisea#MGG_09328.5, Neurospora_crassa#NCU00973.2, Sclerotinia_sclerotiorum#SS1G_09771.1, Stagonospora_nodorum#SNU13898.1
FG6755	Chaetomium_globosum#CHG01599.1, Fusarium_graminearum#FG01276.1, Magnaporthe_grisea#MGG_09929.5, Neurospora_crassa#NCU09107.2, Sclerotinia_sclerotiorum#SS1G_12882.1, Stagonospora_nodorum#SNU04388.1, Trichoderma_reesei#31781
FG6757	Coccidioides_immitis#CIMG_01720.2, Fusarium_graminearum#FG06335.1, Magnaporthe_grisea#MGG_07962.5, Neurospora_crassa#NCU05027.2, Sclerotinia_sclerotiorum#SS1G_07925.1, Stagonospora_nodorum#SNU15855.1, Trichoderma_reesei#35633
FG6766	Aspergillus_fumigatus#gi, 70990318, ref, XP_750008.1, , Aspergillus_nidulans#AN0313, Aspergillus_oryzae#AO090005000837, Chaetomium_globosum#CHG09494.1, Coccidioides_immitis#CIMG_04733.2, Neurospora_crassa#NCU07081.2
FG6774	Aspergillus_fumigatus#gi, 70990974, ref, XP_750336.1, , Aspergillus_nidulans#AN4104, Aspergillus_oryzae#AO090009000354, Chaetomium_globosum#CHG03342.1, Coccidioides_immitis#CIMG_03881.2, Phanerochaete_chrysosporium#jgi, Phchr1, 214, fgenesh1_pg.C_s
FG6775	Aspergillus_fumigatus#gi, 70991002, ref, XP_750350.1, , Aspergillus_nidulans#AN10532, Aspergillus_oryzae#AO090009000483, Chaetomium_globosum#CHG07350.1, Coccidioides_immitis#CIMG_03851.2, Fusarium_graminearum#FG02003.1
FG6777	Aspergillus_fumigatus#gi, 70991160, ref, XP_750429.1, , Aspergillus_nidulans#AN5234, Aspergillus_oryzae#AO090001000483, Botrytis_cinerea#BC1G_07050.1, Fusarium_graminearum#FG03431.1, Sclerotinia_sclerotiorum#SS1G_03712.1
FG678	Ashbya_gossypii#lcl, AER210C, Aspergillus_fumigatus#gi, 70989017, ref, XP_749358.1, , Aspergillus_nidulans#AN4602, Aspergillus_oryzae#AO090011000499, Botrytis_cinerea#BC1G_06848.1, Candida_glabrata#gi, 50291685, ref, XP_448275.1, , Candida_lusitaniae#CLUG_01631.1, Chaetomium_globosum#CHG09637.1, Coccidioides_immitis#CIMG_01865.2, Cryptococcus_neoformans#gi, 58266296, ref, XP_570304.1, , Debaryomyces_hansenii#gi, 50424981, ref, XP_461082.1, , Fusarium_graminearum#FG06294.1, Kluyveromyces_lactis#gi, 50304889, ref, XP_452400.1, , Magnaporthe_grisea#MGG_00904.5, Neurospora_crassa#NCU02264.2, Phanerochaete_chrysosporium#jgi, Phchr1, 132009, e_gww2.9.405, Rhizopus_oryzae#RO3G_03093.1, Saccharomyces_bayanus#ORFP:9327, Saccharomyces_castelli#ORFP:Scas_Contig633.12, Saccharomyces_cerevisiae#gi, 6321515, ref, NP_011592.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2110.6, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1797.2, Saccharomyces_mikatae#ORFP:8514, Saccharomyces_paradoxus#ORFP:8138, Schizosaccharomyces_pombe#gi, 19113912, ref, NP_593000.1, , Sclerotinia_sclerotiorum#SS1G_11819.1, Stagonospora_nodorum#SNU11979.1, Trichoderma_reesei#39789, Ustilago_maydis#UM03582.1, Yarrowia_lipolytica#gi, 50546337, ref, XP_500657.1, 
FG6784	Aspergillus_fumigatus#gi, 70995744, ref, XP_752627.1, , Aspergillus_nidulans#AN10139, Aspergillus_oryzae#AO090001000220, Coccidioides_immitis#CIMG_06875.2, Fusarium_graminearum#FG03594.1, Stagonospora_nodorum#SNU01532.1
FG6787	Aspergillus_fumigatus#gi, 70996020, ref, XP_752765.1, , Aspergillus_nidulans#AN9127, Aspergillus_oryzae#AO090001000049, Magnaporthe_grisea#MGG_14085.5, Stagonospora_nodorum#SNU06683.1, Trichoderma_reesei#38808
FG6789	Aspergillus_fumigatus#gi, 70996470, ref, XP_752990.1, , Aspergillus_nidulans#AN0939, Aspergillus_oryzae#AO090005001085, Coccidioides_immitis#CIMG_03093.2, Fusarium_graminearum#FG00814.1, Stagonospora_nodorum#SNU01185.1
FG679	Ashbya_gossypii#lcl, ABR184C, Aspergillus_fumigatus#gi, 70989025, ref, XP_749362.1, , Aspergillus_nidulans#AN4611, Aspergillus_oryzae#AO090011000506, Botrytis_cinerea#BC1G_01086.1, Candida_glabrata#gi, 50290371, ref, XP_447617.1, , Candida_lusitaniae#CLUG_02729.1, Chaetomium_globosum#CHG06227.1, Coccidioides_immitis#CIMG_01841.2, Cryptococcus_neoformans#gi, 58262930, ref, XP_568875.1, , Debaryomyces_hansenii#gi, 50421079, ref, XP_459084.1, , Fusarium_graminearum#FG00168.1, Kluyveromyces_lactis#gi, 50304107, ref, XP_452003.1, , Magnaporthe_grisea#MGG_03019.5, Neurospora_crassa#NCU00564.2, Phanerochaete_chrysosporium#jgi, Phchr1, 129320, e_gwh2.2.102, Rhizopus_oryzae#RO3G_05688.1, Saccharomyces_bayanus#ORFP:26252, Saccharomyces_castelli#ORFP:Scas_Contig610.3, Saccharomyces_cerevisiae#gi, 6325424, ref, NP_015492.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2151.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1949.6, Saccharomyces_mikatae#ORFP:22877, Saccharomyces_paradoxus#ORFP:22817, Schizosaccharomyces_pombe#gi, 19114709, ref, NP_593797.1, , Sclerotinia_sclerotiorum#SS1G_09154.1, Stagonospora_nodorum#SNU00177.1, Trichoderma_reesei#30891, Ustilago_maydis#UM06388.1, Yarrowia_lipolytica#gi, 50551293, ref, XP_503120.1, 
FG6795	Aspergillus_fumigatus#gi, 70988687, ref, XP_749201.1, , Aspergillus_nidulans#AN2424, Aspergillus_oryzae#AO090701000314, Fusarium_graminearum#FG10954.1, Magnaporthe_grisea#MGG_13429.5, Stagonospora_nodorum#SNU10749.1
FG6796	Aspergillus_fumigatus#gi, 70988761, ref, XP_749235.1, , Coccidioides_immitis#CIMG_00190.2, Magnaporthe_grisea#MGG_04109.5, Neurospora_crassa#NCU10237.2, Stagonospora_nodorum#SNU10730.1, Trichoderma_reesei#10800
FG6798	Aspergillus_fumigatus#gi, 70988869, ref, XP_749287.1, , Aspergillus_nidulans#AN7677, Aspergillus_oryzae#AO090701000799, Chaetomium_globosum#CHG00569.1, Coccidioides_immitis#CIMG_00137.2, Neurospora_crassa#NCU06637.2
FG6800	Aspergillus_fumigatus#gi, 70989413, ref, XP_749556.1, , Aspergillus_nidulans#AN1895, Aspergillus_oryzae#AO090003000212, Coccidioides_immitis#CIMG_01314.2, Fusarium_graminearum#FG02852.1, Trichoderma_reesei#36598
FG6809	Aspergillus_fumigatus#gi, 71002288, ref, XP_755825.1, , Aspergillus_nidulans#AN7563, Aspergillus_oryzae#AO090012000405, Coccidioides_immitis#CIMG_01441.2, Stagonospora_nodorum#SNU04124.1, Trichoderma_reesei#20076
FG6813	Aspergillus_fumigatus#gi, 70985703, ref, XP_748357.1, , Aspergillus_nidulans#AN3616, Botrytis_cinerea#BC1G_14770.1, Cryptococcus_neoformans#gi, 58270944, ref, XP_572628.1, , Sclerotinia_sclerotiorum#SS1G_01648.1, Stagonospora_nodorum#SNU02817.1
FG6815	Aspergillus_fumigatus#gi, 70986232, ref, XP_748610.1, , Aspergillus_oryzae#AO090001000105, Botrytis_cinerea#BC1G_07101.1, Chaetomium_globosum#CHG06672.1, Fusarium_graminearum#FG04743.1, Neurospora_crassa#NCU10030.2
FG6817	Aspergillus_fumigatus#gi, 70986256, ref, XP_748622.1, , Aspergillus_nidulans#AN8404, Fusarium_graminearum#FG02975.1, Magnaporthe_grisea#MGG_01843.5, Stagonospora_nodorum#SNU12375.1, Trichoderma_reesei#9804
FG6820	Aspergillus_fumigatus#gi, 70998793, ref, XP_754118.1, , Aspergillus_nidulans#AN7780, Aspergillus_oryzae#AO090701000176, Botrytis_cinerea#BC1G_07539.1, Sclerotinia_sclerotiorum#SS1G_03174.1, Stagonospora_nodorum#SNU01840.1
FG6822	Aspergillus_fumigatus#gi, 70999039, ref, XP_754241.1, , Aspergillus_nidulans#AN3148, Aspergillus_oryzae#AO090012000777, Coccidioides_immitis#CIMG_00092.2, Stagonospora_nodorum#SNU13281.1, Yarrowia_lipolytica#gi, 50550553, ref, XP_502749.1, 
FG6825	Aspergillus_fumigatus#gi, 70999448, ref, XP_754443.1, , Aspergillus_oryzae#AO090003000741, Coccidioides_immitis#CIMG_07558.2, Rhizopus_oryzae#RO3G_11190.1, Sclerotinia_sclerotiorum#SS1G_09021.1, Trichoderma_reesei#39636
FG6833	Aspergillus_fumigatus#gi, 71000685, ref, XP_755024.1, , Aspergillus_oryzae#AO090020000049, Chaetomium_globosum#CHG07411.1, Fusarium_graminearum#FG03944.1, Neurospora_crassa#NCU01230.2, Trichoderma_reesei#29810
FG6838	Aspergillus_fumigatus#gi, 70982041, ref, XP_746549.1, , Aspergillus_nidulans#AN7149, Aspergillus_oryzae#AO090011000275, Botrytis_cinerea#BC1G_03562.1, Sclerotinia_sclerotiorum#SS1G_03652.1, Stagonospora_nodorum#SNU08763.1
FG6839	Aspergillus_fumigatus#gi, 70982159, ref, XP_746608.1, , Aspergillus_nidulans#AN7025, Aspergillus_oryzae#AO090206000072, Botrytis_cinerea#BC1G_08766.1, Sclerotinia_sclerotiorum#SS1G_08619.1, Stagonospora_nodorum#SNU12669.1
FG684	Ashbya_gossypii#lcl, AAR119W, Aspergillus_fumigatus#gi, 70989545, ref, XP_749622.1, , Aspergillus_nidulans#AN2085, Aspergillus_oryzae#AO090003000295, Botrytis_cinerea#BC1G_12660.1, Candida_glabrata#gi, 50293069, ref, XP_448962.1, , Candida_lusitaniae#CLUG_05792.1, Chaetomium_globosum#CHG01418.1, Coccidioides_immitis#CIMG_01072.2, Cryptococcus_neoformans#gi, 58265056, ref, XP_569684.1, , Debaryomyces_hansenii#gi, 50426409, ref, XP_461801.1, , Fusarium_graminearum#FG00367.1, Kluyveromyces_lactis#gi, 50302329, ref, XP_451099.1, , Magnaporthe_grisea#MGG_04529.5, Neurospora_crassa#NCU08605.2, Phanerochaete_chrysosporium#jgi, Phchr1, 11025, fgenesh1_pm.C, Rhizopus_oryzae#RO3G_00008.1, Saccharomyces_bayanus#ORFP:23844, Saccharomyces_castelli#ORFP:Scas_Contig714.48, Saccharomyces_cerevisiae#gi, 6324731, ref, NP_014800.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2440.5, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1740.5, Saccharomyces_mikatae#ORFP:20513, Saccharomyces_paradoxus#ORFP:20908, Schizosaccharomyces_pombe#gi, 19115456, ref, NP_594544.1, , Sclerotinia_sclerotiorum#SS1G_14257.1, Stagonospora_nodorum#SNU14573.1, Trichoderma_reesei#40904, Ustilago_maydis#UM05535.1, Yarrowia_lipolytica#gi, 50550679, ref, XP_502812.1, 
FG6845	Aspergillus_fumigatus#gi, 70993582, ref, XP_751638.1, , Botrytis_cinerea#BC1G_03237.1, Coccidioides_immitis#CIMG_01623.2, Sclerotinia_sclerotiorum#SS1G_01187.1, Stagonospora_nodorum#SNU06941.1, Trichoderma_reesei#31556
FG6846	Aspergillus_fumigatus#gi, 70993840, ref, XP_751767.1, , Aspergillus_nidulans#AN1981, Cryptococcus_neoformans#gi, 58262248, ref, XP_568534.1, , Phanerochaete_chrysosporium#jgi, Phchr1, 123369, e_gwh2.1.786, Stagonospora_nodorum#SNU07537.1, Trichoderma_reesei#40296
FG6848	Aspergillus_fumigatus#gi, 70994156, ref, XP_751925.1, , Aspergillus_nidulans#AN1636, Aspergillus_oryzae#AO090023000632, Botrytis_cinerea#BC1G_00524.1, Coccidioides_immitis#CIMG_08336.2, Sclerotinia_sclerotiorum#SS1G_04404.1
FG6852	Aspergillus_fumigatus#gi, 70994796, ref, XP_752175.1, , Aspergillus_oryzae#AO090023000935, Coccidioides_immitis#CIMG_05233.2, Fusarium_graminearum#FG03105.1, Stagonospora_nodorum#SNU06539.1, Trichoderma_reesei#44941
FG6855	Aspergillus_fumigatus#gi, 70984846, ref, XP_747929.1, , Aspergillus_nidulans#AN8264, Aspergillus_oryzae#AO090102000617, Botrytis_cinerea#BC1G_05091.1, Coccidioides_immitis#CIMG_04720.2, Sclerotinia_sclerotiorum#SS1G_07218.1
FG6856	Aspergillus_fumigatus#gi, 70984960, ref, XP_747986.1, , Aspergillus_nidulans#AN8226, Aspergillus_oryzae#AO090102000568, Botrytis_cinerea#BC1G_14314.1, Coccidioides_immitis#CIMG_06570.2, Sclerotinia_sclerotiorum#SS1G_03797.1
FG6858	Aspergillus_fumigatus#gi, 70985084, ref, XP_748048.1, , Aspergillus_nidulans#AN8167, Aspergillus_oryzae#AO090102000494, Botrytis_cinerea#BC1G_07973.1, Coccidioides_immitis#CIMG_06480.2, Sclerotinia_sclerotiorum#SS1G_06436.1
FG686	Ashbya_gossypii#lcl, AFL046W, Aspergillus_fumigatus#gi, 70989805, ref, XP_749752.1, , Aspergillus_nidulans#AN7430, Aspergillus_oryzae#AO090001000740, Botrytis_cinerea#BC1G_11238.1, Candida_glabrata#gi, 50285631, ref, XP_445244.1, , Candida_lusitaniae#CLUG_00518.1, Chaetomium_globosum#CHG06862.1, Coccidioides_immitis#CIMG_07226.2, Cryptococcus_neoformans#gi, 58259255, ref, XP_567040.1, , Debaryomyces_hansenii#gi, 50405753, ref, XP_456517.1, , Fusarium_graminearum#FG09984.1, Kluyveromyces_lactis#gi, 50310713, ref, XP_455378.1, , Magnaporthe_grisea#MGG_00253.5, Neurospora_crassa#NCU07156.2, Phanerochaete_chrysosporium#jgi, Phchr1, 134775, e_gww2.11.11, Rhizopus_oryzae#RO3G_10293.1, Saccharomyces_bayanus#ORFP:2228, Saccharomyces_castelli#ORFP:Scas_Contig597.12, Saccharomyces_cerevisiae#gi, 6319725, ref, NP_009807.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2379.1, Saccharomyces_kudriavzevi#ORFP:Skud_Contig2064.26, Saccharomyces_mikatae#ORFP:4887, Saccharomyces_paradoxus#ORFP:2003, Schizosaccharomyces_pombe#gi, 63054793, ref, NP_596494.2, , Sclerotinia_sclerotiorum#SS1G_05116.1, Stagonospora_nodorum#SNU15843.1, Trichoderma_reesei#43200, Ustilago_maydis#UM03858.1, Yarrowia_lipolytica#gi, 50548149, ref, XP_501544.1, 
